방위	각도	지역	춘천_1월	춘천_2월	춘천_3월	춘천_4월	춘천_5월	춘천_6월	춘천_7월	춘천_8월	춘천_9월	춘천_10월	춘천_11월	춘천_12월	춘천_연간합
북동	90	원주	9782.571419	11903.00786	15682.5898	18412.40776	21269.66338	20361.54712	21095.61181	19009.43341	17664.72442	12897.09482	10168.33689	8782.142526	136694.0887
북	30	원주	7624.65545	13863.91093	25265.10637	32670.08847	41993.99861	40475.11517	36397.36298	32562.63165	27852.31163	18006.45074	10354.33138	6595.647128	214813.5923
북	45	원주	7584.479308	8521.578698	14542.14181	25011.2378	34575.93875	34657.00028	31846.1988	26822.3814	19520.11162	10630.83505	9083.552686	7127.63614	168330.7014
북	60	원주	8180.939243	9046.758588	10853.78344	16504.4571	25537.52737	27177.85624	25807.31699	19924.00728	13392.07867	10561.36949	9331.586769	7658.447664	134633.1297
북	90	원주	9202.622114	9925.03408	11575.18482	12937.10045	14785.12778	15053.02221	16400.2226	14484.34636	12852.5604	10736.28867	9402.662852	8540.658991	106625.2638
수평	0	청주	26907.59508	31672.97264	41449.89572	43220.67024	50582.4963	47992.87216	40999.64055	42499.26583	41053.02394	37867.06663	30898.04727	27126.7266	337732.6783
남	30	청주	43001.70061	44320.69135	51046.00617	46972.70559	50592.65187	46524.00844	40903.60674	45196.90692	47550.72628	50473.97012	47637.42901	45618.07857	408800.3037
남	45	청주	47642.00861	47146.57209	51728.49106	45159.48922	46642.37627	42268.7921	37816.53554	43056.26667	47049.5426	52734.35718	52195.79251	51229.85413	412239.818
남	60	청주	49534.27296	47327.99787	49541.13168	41009.37499	40380.61701	36023.0153	32959.188	38762.49494	44040.11962	52030.13372	53737.61029	53849.84407	393558.6168
남	90	청주	44754.91463	39889.08685	37340.23008	26882.55754	22987.01131	19973.80222	19714.54033	25035.42499	31443.72732	42118.58466	47564.05248	49616.32818	297153.5203
남동	30	청주	37972.27802	39522.36453	46764.13302	45568.0209	50001.80769	46982.02072	40442.77789	44776.57936	44740.26205	45322.51971	41581.56018	38982.09652	381717.842
남동	45	청주	40641.2791	40563.91042	46028.05432	43582.05879	46374.88685	43305.625	37640.1415	42756.47156	43241.49811	45676.76906	43679.6674	41862.93196	376330.8368
남동	60	청주	41080.13421	39513.42489	43272.93651	39870.57692	41020.61455	38028.16915	33538.54747	38996.93658	39878.11717	43832.11862	43424.66826	42520.5618	354108.9404
남동	90	청주	35293.72812	31824.8287	32428.27516	28399.14876	27355.83377	25076.60322	23224.58663	27798.99202	28652.95607	34236.97991	36262.81359	36819.37946	268193.5651
남서	30	청주	37692.62966	40899.16121	48383.49393	45246.01296	49716.18154	45674.91128	41026.74728	43339.09858	45503.60609	46902.10466	42608.54566	40177.78351	384973.1522
남서	45	청주	40144.79593	42420.9243	48158.71458	43096.54957	45887.92379	41648.26378	38435.32739	40985.10367	44279.89245	47873.95939	45221.44515	43583.76981	380935.8682
남서	60	청주	40474.15919	41747.4617	45737.78992	39302.41458	40465.00926	36248.44611	34383.84765	37153.01108	41009.59602	46360.43912	45310.28197	44576.44276	359729.3461
남서	90	청주	34732.13868	34196.81766	34942.29176	27893.63421	26953.30193	23788.22626	23821.43237	26168.5257	29743.1564	36754.0247	38287.03635	39055.90719	274659.0908
동	30	청주	26615.61782	29973.24081	38386.67881	41196.50485	47554.74359	46131.71208	39211.15367	41831.671	38540.1821	35261.17714	28917.77054	25523.77383	320850.3629
동	45	청주	25648.77323	28222.52823	35542.41307	38261.89299	43526.27442	42488.2619	36364.93013	39191.77815	35341.40621	32903.6203	27269.2293	24168.06896	298770.6266
동	60	청주	24112.05458	26129.74492	32215.48991	34509.85908	38584.35496	37762.79795	32731.17315	35619.02191	31523.46341	29992.90302	25249.69184	22611.68784	271076.9873
동	90	청주	19878.08459	20799.67124	24552.6812	25701.32497	27824.83989	27149.95029	24481.10429	26758.67316	23069.00517	23030.92578	20031.73744	18301.31257	205694.5823
서	30	청주	26144.67054	31817.30624	40409.9014	40713.59512	47079.67181	44308.14835	40018.13093	39931.44224	39587.89387	37088.78419	30298.24173	26895.38045	324545.481
서	45	청주	25164.85838	30596.53167	38151.54588	37639.1737	42872.01849	40171.97214	37358.87045	36891.26397	36659.46757	35115.77	28943.15955	25936.80034	303488.1847
서	60	청주	23802.32537	28592.03748	35072.71857	33892.81533	37919.35508	35297.32373	33776.08744	33075.34775	32977.69563	32477.79325	26900.66247	24359.89056	276182.9045
서	90	청주	19409.34864	22664.6312	27064.15293	25170.50464	27419.48034	25212.65972	25263.21612	24436.79788	24318.53701	25489.20282	21676.43984	19985.39276	210409.1819
북서	30	청주	15003.39067	21667.16087	30888.0312	35304.87962	43669.96551	42715.43345	38018.70846	36162.91117	32856.2157	26066.014	17520.0784	13597.6353	258340.4416
북서	45	청주	11861.4584	17614.16662	25314.19816	29718.12081	37285.1861	37053.72264	33927.89785	31096.48077	27279.40034	20833.64011	13339.57294	10310.04454	216106.014
북서	60	청주	10635.62936	15144.55153	21147.37676	24724.44433	30740.66194	30754.13522	29156.62543	26134.11302	22617.49033	17524.45347	11469.10174	9135.482996	182152.9734
북서	90	청주	9883.599383	12650.48881	16200.63398	18152.94914	21361.89007	21135.07713	21136.49329	19165.08605	16810.74503	14207.57189	10336.24944	8867.23104	138786.2877
북동	30	청주	15231.88534	20487.5132	29461.54136	35618.38919	43970.2751	44087.49366	37448.89962	37667.11229	32086.27133	24910.03767	16779.03718	13069.05153	256447.416
북동	45	청주	12146.36175	16513.27952	23559.03055	30134.55328	37745.95463	38923.24671	33154.88569	32939.04	26325.11092	19647.7836	12669.11672	9923.329055	214716.9744
북동	60	청주	10838.82797	14386.21537	19494.29002	25100.30277	31208.44364	32788.70767	28384.51678	28114.16712	21716.65467	16339.38137	10949.57868	8920.217545	181482.3965
북동	90	청주	9983.291957	12385.02609	15162.8932	18398.12789	21532.62321	22586.44276	20627.26588	20818.24726	16133.84049	13248.08795	10034.58937	8712.384794	138575.9848
북	30	청주	9178.482593	15625.63557	25592.41037	33013.09477	42521.29495	42838.6283	37114.89171	35308.5953	29553.77898	19801.79874	10409.5396	7224.405061	225383.2149
북	45	청주	8654.50368	10772.81453	15888.95016	25366.87319	35095.59414	36900.17912	32317.03622	29028.67652	21587.89262	11609.75539	8403.85541	7503.138958	177898.323
북	60	청주	8983.080734	10999.31039	11573.96555	16787.3841	26032.53569	29211.48728	26009.76581	21491.37222	14599.69247	11136.08517	8749.423226	7839.747923	141443.6028
북	90	청주	9287.221833	10907.51535	11879.40811	12923.0634	14915.65439	16336.93313	15979.41859	15147.11337	13446.78002	11334.44715	9253.838798	8392.215662	109421.4898
수평	0	대전	31639.01319	37524.20177	44376.22747	47048.47325	50102.08782	45898.0172	41447.73778	39940.30438	42554.89594	37217.15232	30568.26253	27888.15103	347608.7523
남	30	대전	52748.07777	54489.66544	54584.18929	51186.57667	49876.31786	44322.27088	41705.74535	42181.28351	49646.41167	49751.15176	47281.13313	47819.13133	427138.6849
남	45	대전	59026.8825	58540.03281	55258.13542	49142.13836	45907.35315	40219.13208	38722.8834	40092.65953	49201.53954	52041.2368	51846.58259	53926.97605	433095.9031
남	60	대전	61815.10961	59196.63312	52848.91682	44492.31785	39671.81328	34246.99463	33914.27326	36016.72831	46079.80312	51409.12222	53408.71497	56845.06765	415499.8226
남	90	대전	56410.60484	50383.87661	39638.82186	28717.82457	22519.17989	19076.07586	20489.79289	23113.11661	32786.20907	41746.81187	47309.12746	52547.46765	316748.7676
남동	30	대전	45124.51261	48488.24638	50112.09863	48841.4155	49984.18311	44342.6895	41169.33355	40912.3424	47499.08288	45567.12056	41318.75938	41633.45939	397615.773
남동	45	대전	48440.58846	50315.2518	49361.48726	46359.00564	46546.6474	40779.45921	38291.56501	38703.49984	46467.19602	46337.41183	43466.00522	45190.26629	394079.8196
남동	60	대전	49062.04186	49430.22351	46469.057	42184.70187	41380.9302	35819.56919	33970.0672	35093.4401	43479.67273	44834.66144	43273.48894	46269.27105	372869.5866
남동	90	대전	42186.96254	40297.35185	35030.93441	29931.2488	28025.16494	23926.00143	23307.22177	25173.63201	32263.89843	35631.21213	36292.53491	40596.28357	286301.5227
남서	30	대전	46532.54213	49004.57234	51526.25077	50025.57728	48649.90968	44503.34063	41549.86794	41907.657	46630.75146	45354.71702	42337.16426	41030.06378	400562.743
남서	45	대전	50244.89357	50926.07674	51283.34741	47990.46568	44759.68102	41072.00087	38921.86473	40182.94271	45294.591	46119.91819	45011.66025	44378.98893	398391.178
남서	60	대전	51202.31819	50174.27084	48699.11561	44046.70491	39408.85981	36248.94434	34797.16453	36903.66762	42115.87807	44576.13541	45175.96368	45267.06877	378215.725
남서	90	대전	44712.47598	41179.42502	37200.30332	31538.19314	26403.06564	24224.33701	23860.98294	26707.69587	30909.39628	35321.43439	38320.48893	39368.25889	291446.3302
동	30	대전	29936.28374	35504.54542	41046.27276	43554.3884	48002.34253	43622.39358	39740.93174	37986.96138	41081.42529	35792.31572	28978.31938	27255.88653	330331.5335
동	45	대전	28570.98401	33490.78899	38152.70075	40111.04678	44348.50489	40206.09292	36640.91616	35310.04873	38563.12816	33844.82171	27525.74584	26086.44663	308676.2307
동	60	대전	26716.55157	31074.805	34762.40573	36134.59973	39720.77651	35877.99326	32743.64033	32136.83042	35203.06522	31245.56215	25670.64546	24623.20374	281690.4416
동	90	대전	22231.02083	25034.81308	26738.32971	27146.37667	29244.09768	26411.52857	24230.44898	24651.03608	26689.75724	24696.36959	20644.30796	20231.60524	217450.6567
서	30	대전	31362.84252	36264.31984	42876.70915	45167.73589	46050.57041	43794.98085	40267.59515	39504.83388	39991.76517	35568.65097	30303.28403	26522.18603	334077.3352
서	45	대전	30491.22154	34552.5271	40449.65015	42177.86559	41843.03311	40526.08867	37440.5769	37403.92434	37174.52975	33617.98121	29136.06677	25284.40346	313928.6831
서	60	대전	29144.83609	32147.40229	37189.96265	38275.80893	37036.40218	36306.30868	33602.94834	34320.88832	33704.28301	31091.18279	27313.14535	23650.69513	287406.1926
서	90	대전	24168.69589	25561.39078	28895.5328	28798.86692	26990.01503	26433.39681	24605.69707	26167.56363	25535.23659	24346.82209	22283.63629	19377.7527	221240.8199
북서	30	대전	16039.4256	22607.69913	32386.35251	38529.37284	42931.10182	42046.58502	38199.61661	35608.87273	32457.6527	24955.03717	17690.38971	12864.9971	260334.7942
북서	45	대전	11910.61597	17198.42864	26294.17576	32484.62431	36594.6809	37178.39102	33965.77191	31512.03853	26719.51979	19921.00389	13681.59303	9471.986126	217038.1995
북서	60	대전	10377.69641	14209.32229	21861.06101	26983.41888	30220.56347	31548.73752	29006.27478	27189.39919	22208.71926	16677.15492	11885.35547	8418.938333	183190.3606
북서	90	대전	10051.9451	12240.3353	16717.88438	19693.50969	21196.76531	22092.19366	20533.63032	20142.79842	16973.34978	13575.70147	10781.61319	8669.618202	140795.7124
북동	30	대전	15285.40853	22123.44988	31094.54002	37334.01016	44454.39843	42013.33016	37905.47334	34555.83238	33222.23993	24970.26886	17031.91827	13184.11838	258058.867
북동	45	대전	11348.10815	16858.28614	24780.47014	31007.49384	38582.94626	37085.22956	33516.01214	29984.08522	27618.06494	19876.70953	13147.65853	9741.764391	214572.4413
북동	60	대전	9953.374253	14153.80727	20425.68754	25642.63142	32320.78815	31393.71672	28503.21312	25733.1213	22976.30716	16798.43575	11458.33061	8617.822016	181280.6853
북동	90	대전	9839.024264	12377.71515	15836.50741	18963.47991	22762.42027	22359.60288	20556.71054	19532.16845	17251.58639	13760.25854	10491.20685	8648.384749	140581.2481
북	30	대전	7654.415434	14783.01389	26536.91404	35055.55276	42473.58515	41587.82544	37362.47276	33550.08286	29176.66724	19052.06236	10632.74191	6325.612675	222458.8203
북	45	대전	7053.41742	8469.290605	15759.21812	26263.38466	35265.45975	36121.27189	32483.58686	27795.69124	20239.44637	10943.75127	8594.993801	6699.545821	172553.6118
북	60	대전	7719.89785	9072.351424	10931.01608	16441.69014	26400.92834	28895.36713	26115.80802	20821.36165	12669.16373	10618.96689	9019.762625	7235.471632	136078.8555
북	90	대전	9028.457082	10178.68558	11583.05504	12586.98483	15116.44718	16460.81179	16192.09414	14481.91596	12316.62844	10905.15706	9591.907636	8249.458407	107182.7354
수평	0	대구	32759.89472	36680.53344	47825.64496	46401.2461	50385.57572	46902.82702	42879.86954	38336.24455	40762.40692	35553.5346	30786.23124	30500.68305	350354.9073
남	30	대구	54525.57478	52912.60216	58808.71616	50148.82919	49805.85482	44969.1449	42667.88918	40912.58942	47073.95371	47257.39245	47050.9089	52776.65341	429797.5857
남	45	대구	60972.74439	56743.1393	59473.27543	48035.76498	45629.7913	40672.42105	39378.57429	39098.4806	46506.2254	49360.79291	51414.47471	59643.50109	435550.7147
남	60	대구	63804.84202	57300.18756	56784.31551	43401.87123	39220.52776	34487.56613	34217.17762	35332.65442	43455.71617	48714.85188	52808.32683	62969.1596	417632.6173
남	90	대구	58111.32428	48667.63966	42294.87953	27898.45515	21944.53845	19008.74707	20301.42319	23117.57624	30873.6446	39535.38781	46515.78953	58347.1278	318355.5115
남동	30	대구	47330.87497	47987.44274	55044.89914	48794.20074	48774.05887	45459.45375	42456.51175	39889.18888	45029.59404	42551.23819	41517.22119	46183.04809	402162.8857
남동	45	대구	50885.90372	49964.90112	54527.01668	46688.69398	44912.21736	41890.48206	39474.63049	37966.70879	43952.8472	42955.56427	43656.57227	50318.73501	399286.5399
남동	60	대구	51692.15671	49347.45605	51650.65406	42770.85423	39507.76953	36849.42756	35176.73258	34600.73804	40948.99019	41199.92909	43359.41544	51644.5822	378461.7317
남동	90	대구	44623.5483	40625.35067	39073.04217	30629.68033	26367.22521	24502.13776	24266.20596	24844.11709	30183.52804	32329.33068	36302.47129	45643.45913	291302.379
남서	30	대구	47409.04721	46979.41378	54302.96636	48281.34841	49620.78755	44718.34186	42489.16811	40360.44681	44562.44868	44107.30308	41896.0514	44816.59279	401171.1592
남서	45	대구	50918.18336	48482.16665	53469.54685	45939.08783	45930.97653	40891.4361	39650.93911	38662.29282	43317.40573	45158.8446	44265.01259	48515.35939	397953.1045
남서	60	대구	51737.39016	47592.30959	50417.97733	41865.84809	40560.2447	35704.20476	35403.01381	35452.03016	40213.87015	43841.83911	44152.02253	49494.40538	376914.6469
남서	90	대구	44741.33363	38742.30362	37868.09877	29801.42441	27220.43157	23723.85969	24353.59143	25559.18046	29586.52124	35011.779	37051.45168	43061.51055	289487.4216
동	30	대구	31592.51865	35782.9032	45473.19655	44151.82692	46473.7228	44943.24577	41309.38051	37252.78918	39344.27762	33410.80987	29468.4696	30129.85771	335377.5941
동	45	대구	30296.82546	34246.50423	42598.38787	41160.49303	42321.51252	41573.90461	38341.72487	34792.83425	36820.06269	31336.90789	28015.33051	29109.58765	314369.4489
동	60	대구	28630.77604	32210.12642	38932.32038	37367.52509	37490.96024	37206.04632	34555.51863	31597.68068	33503.13069	28753.66597	26021.738	27838.43913	287678.8065
동	90	대구	23783.43347	26121.86501	29833.005	28307.71862	27249.86276	27088.60818	25704.09744	24091.85992	25539.5097	22635.18313	20714.81501	23246.68545	222091.193
서	30	대구	31615.64833	34647.30497	44495.56065	43346.31244	47514.85336	43890.47076	41389.25767	37904.54173	38815.65469	35392.49267	29889.31554	28761.1167	334263.7139
서	45	대구	30452.84858	32880.16298	41400.29521	40162.53025	43631.47229	40181.70566	38511.6429	35746.86126	36235.86826	33787.094	28451.69423	27447.31013	313245.6425
서	60	대구	28890.67106	30634.5217	37653.60882	36274.752	38915.91873	35652.12149	34656.68974	32634.86991	32909.73405	31423.80643	26410.48578	25686.55793	286101.725
서	90	대구	23839.87011	24500.66831	28881.44319	27269.64146	28363.12947	25998.62069	25705.76622	24624.24595	24820.16319	24808.1485	21418.15117	21316.03042	220197.9278
북서	30	대구	16099.00946	21959.12878	33460.36676	37226.00355	44180.63294	42447.28516	39494.99098	34457.33235	32157.25542	25332.03819	17651.38035	13644.61357	261745.2444
북서	45	대구	11786.66396	16937.65975	26525.69757	31148.29563	38131.62195	37252.65166	35107.23016	30520.32368	26963.34838	20661.30339	13647.85343	9882.948863	218297.0021
북서	60	대구	10182.53944	14178.25829	21672.16392	25824.39483	31762.49418	31354.60575	30049.06164	26307.44988	22597.59792	17498.4525	11843.97709	8693.843567	184242.1118
북서	90	대구	10021.79315	12225.25459	16684.40179	18976.817	22083.62267	21992.07326	21594.18983	19533.03835	17024.55211	14075.39052	10656.60602	9141.95211	141815.3909
북동	30	대구	16028.68613	22590.10797	34106.70733	37825.48457	43400.67994	43225.30932	39493.29522	34032.80497	32551.39799	24017.35508	17511.28846	14255.52062	262351.5351
북동	45	대구	11745.4544	17587.45823	27188.77407	31919.46447	37071.10646	38326.26925	35054.69999	29883.65811	27326.38929	19387.5793	13375.38909	10377.80583	218708.5348
북동	60	대구	10233.37423	14829.18407	22177.1296	26637.72455	30648.5168	32545.46964	30038.93258	25678.89763	22952.20706	16571.40556	11489.31078	9145.888947	184878.6485
북동	90	대구	10058.95147	12634.9259	16825.17	19616.62387	21362.43214	22755.27029	21679.2153	19495.19418	17444.85489	13684.80174	10410.91888	9293.149988	142679.3837
북	30	대구	7711.698127	14879.37105	28105.77547	34701.89692	42627.7832	42421.5495	38887.41895	32868.96511	29179.71468	19385.11193	10995.04708	6228.026205	225259.8428
북	45	대구	6786.621652	8604.947215	16218.19265	26119.49591	35359.67849	36837.23827	33886.1188	27641.0945	21193.29168	11967.1955	8692.01711	6558.350534	175611.2311
북	60	대구	7556.467098	9141.763127	10503.4798	16502.86195	26443.83213	29482.36227	27291.94973	21189.54053	13939.87533	11559.96316	9066.27173	7242.347598	138987.0117
북	90	대구	9120.780666	10125.03531	11584.12247	12456.89495	14773.34293	16548.96731	16520.95296	15074.19063	12983.38887	11547.45269	9543.722891	8658.410134	108843.5289
수평	0	전주	29054.7944	34347.16529	41381.1023	44273.831	49073.11698	41824.84807	42228.69404	44937.93244	38399.79727	35389.47256	28986.74758	24049.61876	331580.0165
남	30	전주	46204.95007	48184.21917	50251.14183	47491.04556	48626.94826	40858.22524	41885.37378	46809.00723	44781.14698	46091.29968	43358.04324	38216.57071	396106.9441
남	45	전주	51085.40213	51231.90894	50687.14835	45424.10527	44647.3018	37341.70719	38615.2327	44129.05838	44460.36034	47818.54352	47122.87164	42326.11009	397524.8998
남	60	전주	52999.48147	51360.52183	48355.49201	41039.43473	38464.51009	32063.76267	33558.08673	39219.55766	41771.65493	46915.99774	48210.06743	44031.35968	377772.51
남	90	전주	47617.7994	43024.98553	36205.80137	26549.20217	21711.17435	18501.25109	19971.45975	24329.28355	30129.65799	37642.58955	42242.7242	39935.91766	282653.2669
남동	30	전주	40248.43176	43656.98667	47433.0919	46154.94832	48133.49783	40307.58412	41249.88989	44717.88746	42147.01305	42918.95452	38128.38523	33274.54653	371083.1723
남동	45	전주	42777.10985	45067.86456	46985.02029	43931.08686	44507.25654	37092.51496	38230.10038	41739.89878	41031.70509	43465.10841	39752.10265	35346.91774	364817.1904
남동	60	전주	42950.45487	44103.0207	44337.60035	40044.41236	39362.90832	32683.71432	33941.7209	37310.89108	38285.415	41896.82179	39283.92279	35589.34261	342741.3708
남동	90	전주	36365.33943	35785.96764	33454.60313	28565.19199	26575.79319	22260.65434	23777.61219	25944.02089	28480.12294	33031.64667	32464.98685	30418.69538	260441.6356
남서	30	전주	40991.22177	43394.22707	46482.82035	46825.49042	48050.67558	41419.2888	42470.01054	47136.72835	43341.67499	41788.23204	39209.86683	34132.93078	376117.4206
남서	45	전주	43722.09456	44596.53145	45649.05176	44874.83332	44376.35371	38495.17359	40058.23146	44989.21604	42668.51617	41985.50691	41416.2603	36574.31877	371768.2644
남서	60	전주	44069.27984	43494.05175	42818.41241	41251.3495	39220.29777	34244.11883	36111.62264	40966.33878	40193.79536	40182.79476	41384.98854	37067.74839	350966.2163
남서	90	전주	37693.21582	35043.98743	31959.48007	29952.84891	26363.61966	23377.84778	25281.86595	28884.35624	30369.54336	31294.90708	34894.88944	32034.53165	267790.9633
동	30	전주	27783.38804	33170.50272	39828.02	41882.84684	46093.96751	39469.73313	40029.24902	41224.01916	36448.09824	34489.3568	27338.05458	23158.17037	314729.4566
동	45	전주	26430.86881	31519.1459	37342.23244	38857.21207	42277.12791	36328.74064	37032.57302	37643.65493	34095.15172	32655.85423	25871.51385	22107.69491	293695.3159
동	60	전주	24545.0546	29304.36868	34052.13324	35153.12587	37712.8509	32461.0325	33479.9058	33634.981	31143.62548	30136.55516	24057.2626	20781.70472	267590.6992
동	90	전주	19846.60539	23328.2695	25849.17358	26568.04446	27635.64091	23987.55607	25519.47127	24978.18665	23991.56001	23563.16134	19282.49627	16795.89485	205389.9217
서	30	전주	28471.3892	32872.76714	38541.02793	42935.4986	45942.89516	40987.54739	41789.6628	44693.0535	38118.38491	33143.44167	29099.36775	24198.3762	321956.0803
서	45	전주	27334.90651	31141.19282	35722.44756	40402.7339	42096.48373	38269.28288	39466.3908	42076.81231	36288.96604	31048.68667	28087.11398	23414.56159	303344.7664
서	60	전주	25778.86759	28840.45419	32289.96314	37081.57204	37477.93093	34547.75185	36032.80181	38284.05966	33582.15382	28433.47438	26211.01379	22108.18796	277986.5115
서	90	전주	20843.64331	22835.68491	24483.51489	28556.50496	27394.45202	25567.39199	27169.37396	28737.45864	26124.94305	21875.938	20922.37849	18009.83349	213563.433
북서	30	전주	16073.1564	21813.88277	29963.14507	37230.58203	42893.2427	39477.87236	39625.00888	40284.92958	31293.98002	24176.5109	18235.82658	14273.834	259774.1088
북서	45	전주	12425.28469	17171.98167	24219.9396	32020.35034	36988.66718	35446.49767	35703.64163	35406.18039	26798.17642	19448.79188	14442.64335	11665.91286	220647.7556
북서	60	전주	10928.00394	14539.01425	20038.10513	27251.09131	30849.12229	30522.51034	31037.06197	30178.39177	22965.25616	16310.67649	12508.92719	10484.44477	188379.0227
북서	90	전주	10005.28159	12268.69016	15362.29085	20478.99204	21621.77313	21787.99723	22536.88119	21938.76539	17703.16213	13004.48744	10795.93717	9487.198895	143979.9124
북동	30	전주	15745.16715	21986.95128	30859.55063	36380.94529	43033.26115	38332.3582	38439.05956	37681.17512	30079.79915	24943.15537	17142.13384	13810.0902	254725.1272
북동	45	전주	12136.51197	17312.64086	25197.76269	30804.99023	37128.30556	33920.6451	34007.65829	31998.46545	25247.76241	20269.93291	13691.15741	11318.36704	214282.9853
북동	60	전주	10671.19976	14591.57193	20867.1559	25813.25251	30992.08469	28862.79925	29216.917	26675.45272	21448.13113	17144.781	12189.80922	10295.70252	181913.9011
북동	90	전주	9919.356656	12223.32977	15798.50083	19077.86036	21750.6922	20670.9653	21707.82018	19562.68731	16579.47814	13653.84198	10906.69608	9386.266681	139786.9769
북	30	전주	9430.391077	15694.57188	26035.40934	33988.20063	41862.09479	38532.87426	38441.92788	37385.40722	27398.73356	19555.33346	11905.6873	9214.525272	226413.3755
북	45	전주	8537.155843	9471.959833	16592.00973	26237.17918	34932.80212	33888.00135	33578.89231	30686.00339	19850.91908	12028.36276	9788.410863	9273.980438	179343.7343
북	60	전주	8902.348664	9824.311716	12099.95411	17436.59601	26369.43469	27621.90655	27134.51529	22604.81663	13616.64553	11306.96476	9993.653001	9380.702429	143685.7343
북	90	전주	9344.704935	10259.11737	11985.06665	13101.80881	14946.32088	16252.97708	16566.89845	14905.72491	12751.39602	11007.1327	9958.178036	9120.372811	109760.3747
수평	0	광주	29685.63685	37858.86719	44971.18109	48799.39459	53524.63516	43919.29369	40483.38771	40972.91629	44235.86779	40682.32843	31445.40536	26263.55405	352467.3588
남	30	광주	47447.43832	55233.06881	54837.60311	52346.10249	52033.5635	42334.41177	40418.22372	42473.80377	51225.77591	54195.64835	47442.69407	42608.34392	424834.7717
남	45	광주	52539.70092	59391.69854	55307.28191	49903.39803	47243.52476	38446.56066	37426.9904	40042.96692	50602.75065	56562.33851	51649.46512	47415.05064	427528.9504
남	60	광주	54582.10119	60081.10648	52689.33229	44812.84827	40098.18557	32780.98916	32702.2607	35682.52738	47226.54389	55718.0571	52885.0942	49486.51336	407115.9253
남	90	광주	49177.89831	51103.95241	39109.15968	28202.86505	21412.13261	18481.66212	19813.57725	22378.2302	33274.49635	44841.62647	46314.31904	45055.06242	305148.7017
남동	30	광주	42120.25499	52164.99715	51496.6403	51368.78465	52495.10605	42641.44415	40153.3165	42360.82363	48465.73858	49370.00888	41928.10452	36556.86301	401853.2518
남동	45	광주	45148.22567	55286.27133	50961.84299	48876.70529	48375.27934	39246.73179	37498.42168	40279.2313	47087.75447	49980.13905	43890.15991	38868.83999	397572.6605
남동	60	광주	45693.55129	55321.85431	48041.10991	44459.53409	42585.16429	34533.96968	33520.53259	36651.03322	43824.99225	48192.54695	43521.03192	39168.17315	375566.7171
남동	90	광주	39333.27674	46844.24223	36207.96348	31351.66755	28260.7848	23297.93308	23636.40891	26317.409	32265.59265	38027.94916	36157.92604	33467.74833	287679.1228
남서	30	광주	41337.35423	47185.2042	50802.51882	49750.61113	50908.2778	42280.64024	40704.35077	41800.82922	48687.86826	49576.8791	42400.74168	38134.85575	396623.9662
남서	45	광주	43929.40242	48416.08531	49999.38692	46828.01515	46471.93171	38869.08344	38307.88591	39683.96515	47414.01358	50326.65765	44660.94588	41118.31462	391050.6241
남서	60	광주	44151.38787	47179.01956	46958.21492	42235.13545	40637.14792	34206.16514	34506.38012	36083.34828	44220.25272	48582.9767	44500.59204	41901.48214	368479.8236
남서	90	광주	37754.52962	38255.37232	35127.52944	29287.96282	26675.33954	22976.15991	24276.72718	25861.02933	32688.79919	38310.86299	37211.17457	36531.35144	280721.5626
동	30	광주	29720.66277	39975.04285	42820.12963	46586.13944	50845.89516	42241.18802	39160.98073	40057.45329	41802.89707	38580.91134	30009.92537	24763.13812	340390.32
동	45	광주	28863.76137	39502.59749	40037.33336	43204.39047	46762.0103	39085.54078	36523.62383	37731.79751	39003.02206	36384.43414	28488.21988	23573.71546	320296.4371
동	60	광주	27348.47166	38031.66348	36550.08854	38986.18126	41715.56278	35009.01542	33162.88542	34595.01179	35507.2493	33528.11847	26497.04224	22219.6181	293942.0084
동	90	광주	22746.0254	32039.4397	27949.12088	29139.52745	30581.21078	25832.36103	25198.83964	26637.85353	27155.89499	26267.281	21129.00748	18138.76289	227949.599
서	30	광주	28587.37918	34459.6675	41887.34504	44382.20053	48624.17455	41634.88246	39990.42263	39443.59722	42126.39659	38779.84794	30697.87428	26792.38386	334016.9032
서	45	광주	27551.78512	32570.88341	38891.8537	40440.89556	44094.06966	38370.4121	37668.20822	36968.97156	39446.39892	36569.19897	29268.52365	26122.69303	312519.4039
서	60	광주	26121.09819	30273.004	35266.93259	35953.88363	38899.48629	34267.49892	34339.69709	33768.39285	35982.12954	33769.85263	27287.24933	24852.38321	285358.082
서	90	광주	21495.45529	24490.54973	26942.93969	26313.61821	27896.03637	24920.21161	26011.64649	25941.07503	27313.99545	26495.58194	21948.05906	20370.38162	219128.6048
북서	30	광주	16365.57503	21828.35161	31932.29114	38351.15518	45594.45114	40352.23334	38190.2523	35859.40376	34153.65921	26874.37895	18592.05173	15038.08697	265443.7067
북서	45	광주	12875.28787	16798.72238	25487.5741	31495.32643	38728.71333	35774.15044	34494.19907	31430.62716	28313.09136	21109.32262	14429.71729	11890.78505	221453.8699
북서	60	광주	11424.80517	14176.79059	20841.78456	25522.3849	31788.40274	30400.37477	30035.34034	27026.36871	23505.85743	17445.6576	12434.48959	10506.56283	186575.518
북서	90	광주	10597.61641	12561.27225	15910.45964	18090.25057	21645.1204	21289.27365	22080.98515	20217.60701	17554.64998	14084.48981	10992.94293	9636.217936	142293.0366
북동	30	광주	16919.85152	24924.58387	32569.04649	40040.92408	47415.52307	40946.33682	37620.65003	36379.64442	33943.14097	26720.33105	18252.66738	14054.8789	270130.9948
